log_id,raw_log_text,board_id,test_type,pass_fail
LOG01129,board C9767 eye height CH3 measured 3.88Vpp — failed.,C9767,SIGNAL_INTEGRITY,FAIL
LOG01130,D-8797 signal amplitude CH3 measured 3.02Vpp.,D8797,SIGNAL_INTEGRITY,FAIL
LOG01131,unit unit d6593: ch1 signal check reading 3.00vpp — all good.,D6593,SIGNAL_INTEGRITY,PASS
LOG01132,"Checked J7 continuity on D8564, 3.96Ohm, customer return unit.",D8564,CONTINUITY,PASS
LOG01133,Unit A 4584: VDD_12V rail reading 11.91V.,A4584,POWER_RAIL_12V,PASS
LOG01134,board c0114 quiescent current measured 96.37ma.,C0114,CURRENT_DRAW,PASS
LOG01135,"Checked 3.3v power check on D 4198, 3.30V (looks good), line 2.",D4198,POWER_RAIL_3V3,PASS
LOG01136,"Checked 3.3V rail on A2084, 3.28V, per ECO-114.",A2084,POWER_RAIL_3V3,PASS
LOG01137,board A3927 eye height CH2 measured 2.74Vpp — no good.,A3927,SIGNAL_INTEGRITY,PASS
LOG01138,B9325 board temp after 10min soak: 55.0 C.,B9325,THERMAL,FAIL
LOG01139,d7421 - continuity on en_line 0.88ohm (passes).,D7421,CONTINUITY,FAIL
LOG01140,D3706 board temp after 10min soak: 39.4 C.,D3706,THERMAL,PASS
LOG01141,"Unit C6524: eye height CH4 reading 2.43Vpp, reject.",C6524,SIGNAL_INTEGRITY,FAIL
LOG01142,"D 8957 idle current draw measured 199.14mA, no good.",D8957,CURRENT_DRAW,FAIL
LOG01143,B 1064 standby current measured 107.36mA.,B1064,CURRENT_DRAW,PASS
LOG01144,"Checked +12V supply on A 0820, 11.60V, customer return unit.",A0820,POWER_RAIL_12V,PASS
LOG01145,unit C8258 RESET continuity: 5.83 Ohm.,C8258,CONTINUITY,FAIL
LOG01146,board C0029 +12V supply measured 11.89V — passes.,C0029,POWER_RAIL_12V,PASS
LOG01147,"Checked 5V rail on B-8732, 5.47V, customer return unit.",B8732,POWER_RAIL_5V,FAIL
LOG01148,"Checked VDD_5V rail on unit D2632, 5.63V, shift B.",D2632,POWER_RAIL_5V,FAIL
LOG01149,"Checked thermal soak reading on C 7146, 12.9C, failed, per ECO-114.",C7146,THERMAL,FAIL
LOG01150,"checked ch3 signal check on b-0884, 2.76vpp, second attempt.",B0884,SIGNAL_INTEGRITY,PASS
LOG01151,"c4183 - vdd_12v rail 11.59v, unit was reworked yesterday.",C4183,POWER_RAIL_12V,PASS
LOG01152,"unit C1121 3.3v power check measured 3.21V, looks good.",C1121,POWER_RAIL_3V3,FAIL
LOG01153,"D4063 - 3.3V rail 3.49V (failed), after reflow.",D4063,POWER_RAIL_3V3,PASS
LOG01154,Unit C3153: resistance check J7 reading 2.11Ohm.,C3153,CONTINUITY,PASS
LOG01155,"A 1360 thermal reading after burn-in: 38.3 C, nominal.",A1360,THERMAL,PASS
LOG01156,"C 1901 - resistance check J7 2.51Ohm (nominal), per ECO-114.",C1901,CONTINUITY,PASS
LOG01157,"Unit D-5004: 12v power check reading 12.03V, looks good.",D5004,POWER_RAIL_12V,PASS
LOG01158,Unit D-5195: J12 continuity reading 2.84Ohm (looks good).,D5195,CONTINUITY,PASS
LOG01159,Unit B 1877: +5V supply reading 5.10V.,B1877,POWER_RAIL_5V,FAIL
LOG01160,board B3877 12V rail: 12.33 V — passes.,B3877,POWER_RAIL_12V,PASS
LOG01161,"Checked 12V rail on B 6396, 11.77V (looks good), line 2.",B6396,POWER_RAIL_12V,FAIL
LOG01162,B-4238 VDD_12V rail measured 12.05V.,B4238,POWER_RAIL_12V,PASS
LOG01163,"D 8368 - idle current draw 37.57mA, out of spec, line 2.",D8368,CURRENT_DRAW,PASS
LOG01164,"checked j4 continuity on d-1351, 3.54ohm (all good), retest after rework.",D1351,CONTINUITY,FAIL
LOG01165,"A 4779 - 12V rail 11.92V — nominal, line 2.",A4779,POWER_RAIL_12V,PASS
LOG01166,"Checked signal amplitude CH2 on board D0602, 3.16Vpp, line 2.",D0602,SIGNAL_INTEGRITY,PASS
LOG01167,unit D1685 CLK continuity measured 7.39Ohm.,D1685,CONTINUITY,FAIL
LOG01168,"Checked case temp on A 0394, 57.9C, unit was reworked yesterday.",A0394,THERMAL,PASS
LOG01169,Unit D-1969: 3.3v power check reading 2.89V.,D1969,POWER_RAIL_3V3,FAIL
LOG01170,"Checked continuity on CLK on B-8405, 0.80Ohm (nominal), unit was reworked yesterday.",B8405,CONTINUITY,PASS
LOG01171,board B9642 cont check EN_LINE measured 5.44Ohm — doesn't look right.,B9642,CONTINUITY,PASS
LOG01172,B5008 5V rail: 5.10 V (all good).,B5008,POWER_RAIL_5V,PASS
LOG01173,"B 0922 cont check J4: 5.44 Ohm, bad reading.",B0922,CONTINUITY,PASS
LOG01174,unit D3329 continuity on EN_LINE measured 2.61Ohm.,D3329,CONTINUITY,PASS
LOG01175,"Checked scope reading CH4 on C-6747, 3.32Vpp — passes, after reflow.",C6747,SIGNAL_INTEGRITY,PASS
LOG01176,"unit B9457 - thermal reading after burn-in 25.8C (good reading), shift B.",B9457,THERMAL,PASS
LOG01177,"Unit A-5911: 3v3 supply reading 3.28V, looks good.",A5911,POWER_RAIL_3V3,PASS
LOG01178,b-8656 vdd_5v rail: 5.08 v — passes.,B8656,POWER_RAIL_5V,FAIL
LOG01179,"Checked VDD_12V rail on D-7999, 12.31V, looks good, retest after rework.",D7999,POWER_RAIL_12V,FAIL
LOG01180,"D 0163 idle current draw measured 65.73mA, all good.",D0163,CURRENT_DRAW,FAIL
LOG01181,"Checked +12V supply on unit C4626, 12.25V — nominal, retest after rework.",C4626,POWER_RAIL_12V,PASS
LOG01182,"D 2476 5v power check: 5.09 V, looks good.",D2476,POWER_RAIL_5V,FAIL
LOG01183,b1320 standby current measured 68.20ma.,B1320,CURRENT_DRAW,FAIL
LOG01184,"Unit C-5840: scope reading CH3 reading 3.28Vpp, good reading.",C5840,SIGNAL_INTEGRITY,PASS
LOG01185,A 2546 +5V supply: 5.01 V — passes.,A2546,POWER_RAIL_5V,PASS
LOG01186,"checked current draw at idle on d-0919, 119.78ma, shift b.",D0919,CURRENT_DRAW,FAIL
LOG01187,unit B0484 5V rail: 5.34 V.,B0484,POWER_RAIL_5V,PASS
LOG01188,board D0563 5V rail: 5.57 V.,D0563,POWER_RAIL_5V,FAIL
LOG01189,"Checked thermal soak reading on A5778, 32.5C (looks good), per ECO-114.",A5778,THERMAL,PASS
LOG01190,"A 2160 - idle current draw 129.30mA, shift B.",A2160,CURRENT_DRAW,FAIL
LOG01191,Unit C-4392: current draw at idle reading 36.87mA.,C4392,CURRENT_DRAW,FAIL
LOG01192,"C 7169 - signal amplitude CH3 2.88Vpp, within spec, retest after rework.",C7169,SIGNAL_INTEGRITY,PASS
LOG01193,Unit C 9856: thermal reading after burn-in reading 47.9C (good reading).,C9856,THERMAL,FAIL
LOG01194,D-0804 standby current: 90.83 mA.,D0804,CURRENT_DRAW,PASS
LOG01195,"Checked continuity on RESET on D-3478, 3.33Ohm, line 2.",D3478,CONTINUITY,PASS
LOG01196,A-8295 VDD_5V rail measured 5.23V.,A8295,POWER_RAIL_5V,FAIL
LOG01197,board B8200 board temp after 10min soak: 76.0 C.,B8200,THERMAL,FAIL
LOG01198,Unit B-1586: cont check J4 reading 3.22Ohm — OK.,B1586,CONTINUITY,PASS
LOG01199,Unit unit D8855: 3v3 supply reading 2.88V (reject).,D8855,POWER_RAIL_3V3,FAIL
LOG01200,"unit C8611 - thermal reading after burn-in 20.0C — looks good, customer return unit.",C8611,THERMAL,FAIL
LOG01201,B 0742 12v power check: 12.18 V.,B0742,POWER_RAIL_12V,PASS
LOG01202,"b 2287 - scope reading ch2 3.24vpp, line 2.",B2287,SIGNAL_INTEGRITY,PASS
LOG01203,"Checked current draw at idle on board B1598, 89.45mA, checks out, line 2.",B1598,CURRENT_DRAW,PASS
LOG01204,"C 4926 - RESET continuity 5.58Ohm, customer return unit.",C4926,CONTINUITY,FAIL
LOG01205,unit D4433 standby current: 120.07 mA.,D4433,CURRENT_DRAW,PASS
LOG01206,"A-6359 standby current: 82.69 mA, looks good.",A6359,CURRENT_DRAW,PASS
LOG01207,Unit B-4639: signal amplitude CH1 reading 3.19Vpp.,B4639,SIGNAL_INTEGRITY,PASS
LOG01208,Unit unit A8466: eye height CH1 reading 3.52Vpp.,A8466,SIGNAL_INTEGRITY,PASS
LOG01209,"Checked thermal reading after burn-in on C 9194, 37.3C, line 2.",C9194,THERMAL,PASS
LOG01210,"Unit C6714: 5V rail reading 4.95V, good reading.",C6714,POWER_RAIL_5V,PASS
LOG01211,board C9806 current draw at idle: 50.00 mA — all good.,C9806,CURRENT_DRAW,PASS
LOG01212,"Checked board temp after 10min soak on unit D7030, 36.3C, retest after rework.",D7030,THERMAL,PASS
LOG01213,"board a1988 ch4 signal check: 3.04 vpp, all good.",A1988,SIGNAL_INTEGRITY,PASS
LOG01214,"Checked CH3 signal check on B1862, 3.19Vpp, retest after rework.",B1862,SIGNAL_INTEGRITY,PASS
LOG01215,"b-1418 - scope reading ch4 2.51vpp, per eco-114.",B1418,SIGNAL_INTEGRITY,FAIL
LOG01216,"A 5809 - 12v power check 10.70V — out of spec, after reflow.",A5809,POWER_RAIL_12V,FAIL
LOG01217,"Checked 12V rail on board D0512, 12.27V, per ECO-114.",D0512,POWER_RAIL_12V,FAIL
LOG01218,"Checked board temp after 10min soak on board A4301, 10.3C, line 2.",A4301,THERMAL,PASS
LOG01219,"D 5057 - 3v3 supply 3.43V (nominal), line 2.",D5057,POWER_RAIL_3V3,PASS
LOG01220,"Unit C8289: +3.3V rail reading 3.27V, within spec.",C8289,POWER_RAIL_3V3,PASS
LOG01221,"C 6200 - eye height CH4 3.08Vpp — good reading, retest after rework.",C6200,SIGNAL_INTEGRITY,PASS
LOG01222,"C-8170 - current draw at idle 14.63mA, line 2.",C8170,CURRENT_DRAW,FAIL
LOG01223,Unit D-7954: 12V rail reading 12.99V (fails).,D7954,POWER_RAIL_12V,PASS
LOG01224,A 9512 VDD_12V rail measured 11.29V — doesn't look right.,A9512,POWER_RAIL_12V,PASS
LOG01225,B1837 J7 continuity: 6.77 Ohm.,B1837,CONTINUITY,FAIL
LOG01226,"Checked 5V rail on unit B9220, 5.01V — checks out, retest after rework.",B9220,POWER_RAIL_5V,PASS
LOG01227,"A 2333 - current draw at idle 103.29mA, line 2.",A2333,CURRENT_DRAW,PASS
LOG01228,A-5490 board temp after 10min soak measured 40.7C.,A5490,THERMAL,PASS
LOG01229,"Checked quiescent current on C-5467, 102.28mA — looks good, line 2.",C5467,CURRENT_DRAW,PASS
LOG01230,unit b4246 standby current: 140.06 ma.,B4246,CURRENT_DRAW,FAIL
LOG01231,"D9035 - eye height CH1 3.21Vpp, retest after rework.",D9035,SIGNAL_INTEGRITY,PASS
LOG01232,"unit A5908 - cont check J12 7.47Ohm, bad reading, after reflow.",A5908,CONTINUITY,FAIL
LOG01233,board d4280 standby current: 13.40 ma.,D4280,CURRENT_DRAW,FAIL
LOG01234,Unit unit B5783: resistance check J12 reading 1.15Ohm.,B5783,CONTINUITY,PASS
LOG01235,"D 6366 standby current: 73.01 mA, OK.",D6366,CURRENT_DRAW,FAIL
LOG01236,"board B4993 continuity on J7 measured 0.92Ohm, within spec.",B4993,CONTINUITY,PASS
LOG01237,"D 2904 - 3.3v power check 3.38V, unit was reworked yesterday.",D2904,POWER_RAIL_3V3,PASS
LOG01238,B2937 3v3 supply: 3.46 V (good reading).,B2937,POWER_RAIL_3V3,FAIL
LOG01239,"Checked current draw at idle on B-4818, 71.41mA, unit was reworked yesterday.",B4818,CURRENT_DRAW,FAIL
LOG01240,"Checked J7 continuity on D-9672, 7.88Ohm, reject.",D9672,CONTINUITY,FAIL
LOG01241,A5108 signal amplitude CH3 measured 3.12Vpp.,A5108,SIGNAL_INTEGRITY,PASS
LOG01242,"checked board temp after 10min soak on b 9366, 55.0c, all good, line 2.",B9366,THERMAL,PASS
LOG01243,"B-5460 case temp: 38.5 C, looks good.",B5460,THERMAL,PASS
LOG01244,D3311 VDD_5V rail measured 4.75V.,D3311,POWER_RAIL_5V,FAIL
LOG01245,unit C3160 12V rail measured 11.92V — checks out.,C3160,POWER_RAIL_12V,PASS
LOG01246,Unit B 1441: 5V rail reading 5.30V (out of spec).,B1441,POWER_RAIL_5V,PASS
LOG01247,Unit C0071: 3.3V rail reading 3.69V.,C0071,POWER_RAIL_3V3,FAIL
LOG01248,B-0261 case temp: 32.0 C.,B0261,THERMAL,PASS
LOG01249,unit D0282 quiescent current: 12.70 mA.,D0282,CURRENT_DRAW,FAIL
LOG01250,C1128 continuity on J7: 0.23 Ohm.,C1128,CONTINUITY,PASS
LOG01251,"board A5199 continuity on RESET: 2.91 Ohm, passes.",A5199,CONTINUITY,PASS
LOG01252,"board B4127 - 3v3 supply 3.37V, second attempt.",B4127,POWER_RAIL_3V3,FAIL
LOG01253,board C9148 12v power check measured 11.87V (nominal).,C9148,POWER_RAIL_12V,PASS
LOG01254,"Checked 3v3 supply on C 5643, 3.41V, line 2.",C5643,POWER_RAIL_3V3,PASS
LOG01255,"A 4054 - 5V rail 4.32V — out of spec, retest after rework.",A4054,POWER_RAIL_5V,FAIL
LOG01256,A 5321 3v3 supply: 3.26 V.,A5321,POWER_RAIL_3V3,PASS
LOG01257,unit unit c2758: 5v rail reading 4.99v.,C2758,POWER_RAIL_5V,PASS
LOG01258,unit B7722 standby current measured 132.58mA — checks out.,B7722,CURRENT_DRAW,PASS
LOG01259,"Checked 3.3v power check on board B6779, 3.42V (OK), per ECO-114.",B6779,POWER_RAIL_3V3,FAIL
LOG01260,B4293 thermal reading after burn-in: 20.0 C.,B4293,THERMAL,PASS
LOG01261,board A5021 +12V supply: 13.00 V.,A5021,POWER_RAIL_12V,PASS
LOG01262,A 3140 resistance check RESET measured 1.93Ohm (OK).,A3140,CONTINUITY,PASS
LOG01263,"D 8380 - thermal soak reading 7.4C (failed), line 2.",D8380,THERMAL,FAIL
LOG01264,"board B4442 - VDD_12V rail 10.86V, after reflow.",B4442,POWER_RAIL_12V,FAIL
LOG01265,unit C9133 idle current draw: 21.89 mA.,C9133,CURRENT_DRAW,PASS
LOG01266,A3133 scope reading CH4 measured 3.06Vpp — OK.,A3133,SIGNAL_INTEGRITY,FAIL
LOG01267,Unit board C0541: 12v power check reading 11.21V (no good).,C0541,POWER_RAIL_12V,PASS
LOG01268,"Checked cont check J12 on D-7086, 7.60Ohm, bad reading, per ECO-114.",D7086,CONTINUITY,FAIL
LOG01269,board D1146 continuity on EN_LINE measured 2.95Ohm — good reading.,D1146,CONTINUITY,PASS
LOG01270,"checked standby current on b-4023, 107.14ma, customer return unit.",B4023,CURRENT_DRAW,PASS
LOG01271,C-8577 quiescent current measured 98.51mA.,C8577,CURRENT_DRAW,PASS
LOG01272,board B8328 quiescent current: 87.26 mA — passes.,B8328,CURRENT_DRAW,PASS
LOG01273,"Checked eye height CH3 on unit A8280, 2.48Vpp, out of spec, second attempt.",A8280,SIGNAL_INTEGRITY,FAIL
LOG01274,C-3367 CH3 signal check measured 3.19Vpp (looks good).,C3367,SIGNAL_INTEGRITY,PASS
LOG01275,D 3827 VDD_12V rail measured 12.07V — within spec.,D3827,POWER_RAIL_12V,PASS
LOG01276,b 9486 - +3.3v rail 3.91v (doesn't look right).,B9486,POWER_RAIL_3V3,FAIL
LOG01277,C1410 12v power check measured 11.25V.,C1410,POWER_RAIL_12V,PASS
LOG01278,"board A4519 resistance check J7 measured 6.61Ohm, doesn't look right.",A4519,CONTINUITY,PASS
LOG01279,unit A8501 5V rail: 4.91 V.,A8501,POWER_RAIL_5V,PASS
LOG01280,"checked cont check reset on board a6573, 4.55ohm, line 2.",A6573,CONTINUITY,FAIL
LOG01281,C7906 +3.3V rail measured 3.43V (checks out).,C7906,POWER_RAIL_3V3,FAIL
LOG01282,"board C2313 - 12v power check 12.20V, checks out.",C2313,POWER_RAIL_12V,FAIL
LOG01283,unit d6410 - 12v rail 12.02v.,D6410,POWER_RAIL_12V,PASS
LOG01284,"unit A4612 cont check J12: 0.69 Ohm, passes.",A4612,CONTINUITY,FAIL
LOG01285,"unit D2459 - CH4 signal check 3.14Vpp, line 2.",D2459,SIGNAL_INTEGRITY,PASS
LOG01286,D3247 signal amplitude CH4: 3.81 Vpp.,D3247,SIGNAL_INTEGRITY,FAIL
LOG01287,Unit board C8606: 3.3v power check reading 3.28V.,C8606,POWER_RAIL_3V3,PASS
LOG01288,D 6800 scope reading CH3 measured 3.14Vpp — looks good.,D6800,SIGNAL_INTEGRITY,PASS
LOG01289,board B7663 3.3V rail measured 3.25V — OK.,B7663,POWER_RAIL_3V3,PASS
LOG01290,B1820 current draw at idle: 83.60 mA (nominal).,B1820,CURRENT_DRAW,FAIL
LOG01291,Unit board C4952: continuity on RESET reading 4.49Ohm.,C4952,CONTINUITY,PASS
LOG01292,"A 4813 case temp: 48.5 C, within spec.",A4813,THERMAL,FAIL
LOG01293,"board C4432 - VDD_3V3 rail 3.44V, passes, unit was reworked yesterday.",C4432,POWER_RAIL_3V3,FAIL
LOG01294,"D 8099 - J7 continuity 4.36Ohm — OK, after reflow.",D8099,CONTINUITY,PASS
LOG01295,D-0637 12v power check measured 11.78V (passes).,D0637,POWER_RAIL_12V,PASS
LOG01296,"C-3582 - CH1 signal check 3.47Vpp, good reading, after reflow.",C3582,SIGNAL_INTEGRITY,FAIL
LOG01297,D-2588 12v power check measured 11.94V.,D2588,POWER_RAIL_12V,PASS
LOG01298,Unit D7951: VDD_3V3 rail reading 3.39V — all good.,D7951,POWER_RAIL_3V3,FAIL
LOG01299,"Checked CLK continuity on board B0693, 1.86Ohm, retest after rework.",B0693,CONTINUITY,PASS
LOG01300,unit d-4104: 3.3v power check reading 3.46v.,D4104,POWER_RAIL_3V3,PASS
LOG01301,unit d7556: 5v rail reading 5.69v (failed).,D7556,POWER_RAIL_5V,FAIL
LOG01302,Unit C-2908: +12V supply reading 12.34V — passes.,C2908,POWER_RAIL_12V,PASS
LOG01303,"B 8517 cont check J4 measured 2.14Ohm, OK.",B8517,CONTINUITY,PASS
LOG01304,"B 1155 - idle current draw 28.43mA (reject), per ECO-114.",B1155,CURRENT_DRAW,PASS
LOG01305,"unit B6783 - quiescent current 92.32mA, per ECO-114.",B6783,CURRENT_DRAW,PASS
LOG01306,"Checked 12V rail on A-4089, 11.75V, after reflow.",A4089,POWER_RAIL_12V,PASS
LOG01307,Unit board D7808: CH1 signal check reading 3.22Vpp — looks good.,D7808,SIGNAL_INTEGRITY,PASS
LOG01308,"D-0233 - VDD_5V rail 4.99V, second attempt.",D0233,POWER_RAIL_5V,PASS
LOG01309,D7657 5V rail: 4.82 V (OK).,D7657,POWER_RAIL_5V,PASS
LOG01310,D5910 - current draw at idle 78.89mA (passes).,D5910,CURRENT_DRAW,FAIL
LOG01311,"checked continuity on j7 on d3291, 4.96ohm, second attempt.",D3291,CONTINUITY,FAIL
LOG01312,B7064 VDD_3V3 rail measured 3.23V.,B7064,POWER_RAIL_3V3,PASS
LOG01313,Unit C8690: VDD_3V3 rail reading 2.95V.,C8690,POWER_RAIL_3V3,FAIL
LOG01314,Unit unit B8128: +3.3V rail reading 3.31V.,B8128,POWER_RAIL_3V3,PASS
LOG01315,"A-2568 - 12V rail 11.86V — looks good, customer return unit.",A2568,POWER_RAIL_12V,PASS
LOG01316,A-6753 3v3 supply: 3.52 V.,A6753,POWER_RAIL_3V3,FAIL
LOG01317,"board B4625 - resistance check J12 0.84Ohm, per ECO-114.",B4625,CONTINUITY,FAIL
LOG01318,"A6477 scope reading CH4: 3.21 Vpp, all good.",A6477,SIGNAL_INTEGRITY,PASS
LOG01319,"D 1659 5v power check: 4.80 V, passes.",D1659,POWER_RAIL_5V,FAIL
LOG01320,D 4312 3.3V rail: 3.52 V.,D4312,POWER_RAIL_3V3,FAIL
LOG01321,"Checked VDD_3V3 rail on C2384, 3.85V (bad reading), customer return unit.",C2384,POWER_RAIL_3V3,FAIL
LOG01322,"b-1110 current draw at idle measured 16.25ma, failed.",B1110,CURRENT_DRAW,PASS
LOG01323,"A 1795 - idle current draw 164.19mA — failed, unit was reworked yesterday.",A1795,CURRENT_DRAW,PASS
LOG01324,unit C8590 board temp after 10min soak measured 7.9C.,C8590,THERMAL,PASS
LOG01325,"checked +5v supply on board a8405, 5.15v, looks good, customer return unit.",A8405,POWER_RAIL_5V,PASS
LOG01326,board A6652 resistance check CLK: 3.85 Ohm.,A6652,CONTINUITY,FAIL
LOG01327,unit A7274 3.3v power check measured 3.53V — fails.,A7274,POWER_RAIL_3V3,FAIL
LOG01328,Unit D 4966: +5V supply reading 5.01V — within spec.,D4966,POWER_RAIL_5V,PASS
LOG01329,Unit D8335: resistance check CLK reading 2.41Ohm — checks out.,D8335,CONTINUITY,PASS
LOG01330,board B6171 VDD_3V3 rail: 3.37 V — all good.,B6171,POWER_RAIL_3V3,FAIL
LOG01331,A 5165 continuity on J4: 5.49 Ohm.,A5165,CONTINUITY,FAIL
LOG01332,"Checked 3.3v power check on C1261, 2.96V, per ECO-114.",C1261,POWER_RAIL_3V3,FAIL
LOG01333,Unit C-9303: EN_LINE continuity reading 3.50Ohm (within spec).,C9303,CONTINUITY,FAIL
LOG01334,"A 3037 - +12V supply 12.83V, per ECO-114.",A3037,POWER_RAIL_12V,FAIL
LOG01335,"D-8227 continuity on J4: 2.10 Ohm, all good.",D8227,CONTINUITY,PASS
LOG01336,"Checked quiescent current on unit A3405, 127.60mA — nominal, second attempt.",A3405,CURRENT_DRAW,PASS
LOG01337,C1348 signal amplitude CH3: 2.59 Vpp.,C1348,SIGNAL_INTEGRITY,FAIL
LOG01338,board A9465 - eye height CH1 2.54Vpp.,A9465,SIGNAL_INTEGRITY,FAIL
LOG01339,unit a7383 quiescent current: 129.75 ma.,A7383,CURRENT_DRAW,FAIL
LOG01340,"board A9232 - 5V rail 5.61V, fails, customer return unit.",A9232,POWER_RAIL_5V,FAIL
LOG01341,"board A3397 - quiescent current 90.57mA (within spec), unit was reworked yesterday.",A3397,CURRENT_DRAW,PASS
LOG01342,"Checked board temp after 10min soak on unit D9314, 54.3C, retest after rework.",D9314,THERMAL,PASS
LOG01343,unit c 6366: cont check j4 reading 2.01ohm.,C6366,CONTINUITY,PASS
LOG01344,"Checked VDD_12V rail on board C2887, 11.18V, reject, shift B.",C2887,POWER_RAIL_12V,PASS
LOG01345,"checked clk continuity on c 8637, 3.07ohm, after reflow.",C8637,CONTINUITY,PASS
LOG01346,Unit D-0958: standby current reading 108.45mA.,D0958,CURRENT_DRAW,PASS
LOG01347,"Checked 12v power check on B-7868, 11.08V.",B7868,POWER_RAIL_12V,FAIL
LOG01348,unit B2624 case temp: 15.8 C (reject).,B2624,THERMAL,FAIL
LOG01349,B5543 3.3V rail measured 3.32V.,B5543,POWER_RAIL_3V3,PASS
LOG01350,"B-7036 - 3.3V rail 3.30V, second attempt.",B7036,POWER_RAIL_3V3,PASS
LOG01351,D-8376 thermal soak reading measured 35.1C (OK).,D8376,THERMAL,PASS
LOG01352,"Checked case temp on unit C0773, 32.9C, line 2.",C0773,THERMAL,PASS
LOG01353,"board A3366 - thermal soak reading 48.0C (within spec), shift B.",A3366,THERMAL,FAIL
LOG01354,B-1617 resistance check J7: 3.77 Ohm (passes).,B1617,CONTINUITY,FAIL
LOG01355,Unit unit C0250: 3.3v power check reading 3.35V.,C0250,POWER_RAIL_3V3,PASS
LOG01356,unit a-7178: case temp reading 41.2c.,A7178,THERMAL,PASS
LOG01357,B-4582 VDD_12V rail: 12.53 V.,B4582,POWER_RAIL_12V,FAIL
LOG01358,Unit B1593: board temp after 10min soak reading 42.6C (nominal).,B1593,THERMAL,PASS
LOG01359,"unit A0363 - J12 continuity 1.69Ohm, nominal, retest after rework.",A0363,CONTINUITY,PASS
LOG01360,"Unit B-2185: VDD_12V rail reading 11.60V, nominal.",B2185,POWER_RAIL_12V,FAIL
LOG01361,unit b0514 - 12v rail 12.18v.,B0514,POWER_RAIL_12V,PASS
LOG01362,"Checked case temp on A-5937, 37.5C — looks good, second attempt.",A5937,THERMAL,PASS
LOG01363,"C 5760 board temp after 10min soak measured 22.1C, passes.",C5760,THERMAL,PASS
LOG01364,Unit D-2360: quiescent current reading 102.24mA.,D2360,CURRENT_DRAW,PASS
LOG01365,"unit D4079 - VDD_3V3 rail 3.35V, after reflow.",D4079,POWER_RAIL_3V3,PASS
LOG01366,"Checked eye height CH1 on B-5862, 3.76Vpp (doesn't look right), shift B.",B5862,SIGNAL_INTEGRITY,FAIL
LOG01367,Unit A-3502: CH3 signal check reading 3.40Vpp — within spec.,A3502,SIGNAL_INTEGRITY,FAIL
LOG01368,board A0544 cont check RESET: 5.43 Ohm.,A0544,CONTINUITY,PASS
LOG01369,"Checked VDD_5V rail on board A1473, 5.13V — good reading, retest after rework.",A1473,POWER_RAIL_5V,PASS
LOG01370,"D 3895 standby current measured 70.75mA, looks good.",D3895,CURRENT_DRAW,PASS
LOG01371,"D1679 - signal amplitude CH2 2.31Vpp, shift B.",D1679,SIGNAL_INTEGRITY,FAIL
LOG01372,"unit A5741 - current draw at idle 50.00mA (looks good), per ECO-114.",A5741,CURRENT_DRAW,PASS
LOG01373,B 3757 cont check CLK measured 6.20Ohm — flagged for rework.,B3757,CONTINUITY,PASS
LOG01374,"Checked VDD_3V3 rail on B1786, 3.36V — good reading, retest after rework.",B1786,POWER_RAIL_3V3,PASS
LOG01375,unit unit b9966: en_line continuity reading 1.32ohm.,B9966,CONTINUITY,PASS
LOG01376,c-2777 12v power check measured 12.05v.,C2777,POWER_RAIL_12V,PASS
LOG01377,"c2255 - j4 continuity 7.98ohm, retest after rework.",C2255,CONTINUITY,FAIL
LOG01378,"board B0023 - continuity on J4 5.00Ohm — checks out, shift B.",B0023,CONTINUITY,PASS
LOG01379,unit C5016 signal amplitude CH4 measured 3.89Vpp.,C5016,SIGNAL_INTEGRITY,FAIL
LOG01380,board D4670 12v power check: 11.93 V.,D4670,POWER_RAIL_12V,PASS
LOG01381,"Checked VDD_12V rail on D 4965, 11.71V, within spec, line 2.",D4965,POWER_RAIL_12V,FAIL
LOG01382,Unit B4538: +3.3V rail reading 3.38V.,B4538,POWER_RAIL_3V3,FAIL
LOG01383,Unit unit A6473: EN_LINE continuity reading 2.75Ohm.,A6473,CONTINUITY,PASS
LOG01384,"Unit D-7694: board temp after 10min soak reading 71.1C, fails.",D7694,THERMAL,FAIL
LOG01385,Unit D-1810: thermal reading after burn-in reading 40.3C.,D1810,THERMAL,PASS
LOG01386,unit C8908 J4 continuity: 2.81 Ohm.,C8908,CONTINUITY,PASS
LOG01387,A1766 3.3v power check: 3.24 V.,A1766,POWER_RAIL_3V3,FAIL
LOG01388,board A2612 3v3 supply measured 3.23V (OK).,A2612,POWER_RAIL_3V3,PASS
LOG01389,"unit C5629 - signal amplitude CH3 3.90Vpp, second attempt.",C5629,SIGNAL_INTEGRITY,FAIL
LOG01390,"C 7627 - resistance check J7 1.04Ohm — looks good, per ECO-114.",C7627,CONTINUITY,FAIL
LOG01391,"Checked 12v power check on board D2609, 11.96V, customer return unit.",D2609,POWER_RAIL_12V,PASS
LOG01392,"board A9618 - eye height CH4 3.37Vpp — within spec, retest after rework.",A9618,SIGNAL_INTEGRITY,PASS
LOG01393,"Unit C-6938: scope reading CH1 reading 3.30Vpp, within spec.",C6938,SIGNAL_INTEGRITY,PASS
LOG01394,Unit board A6905: +3.3V rail reading 3.73V — failed.,A6905,POWER_RAIL_3V3,FAIL
LOG01395,"B 2799 - current draw at idle 10.20mA, flagged for rework, customer return unit.",B2799,CURRENT_DRAW,FAIL
